player_id,player_code,web_name,club_short,position,expected_role,p_start,p_sub_in,p_dnp,xmins_if_start,xmins_if_sub_in,draft_availability,availability_override,usable_season_count,usable_mins_total,rate_source,per90_xg,per90_xa,per90_defcon,per90_defensive_contribution,per90_saves,per90_goals_conceded,provenance_note
73,200785,Adams,BOU,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1769.0,prior_season_seed,0.0321,0.0321,11.8033,11.8033,0.0,1.4245,Prior-Season Seed 2025/26 (1769m)
74,111317,Brooks,BOU,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,1188.0,prior_season_seed,0.4402,0.2576,7.1212,7.1212,0.0,1.5152,Prior-Season Seed 2025/26 (1188m)
75,158499,Christie,BOU,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,978.0,prior_season_seed,0.1666,0.0727,11.319,11.319,0.0,1.2883,Prior-Season Seed 2025/26 (978m)
76,614574,Tóth.A,BOU,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.4211,Position baseline (MID); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
77,489888,Adli,BOU,MID,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,1,1074.0,prior_season_seed,0.2179,0.1358,10.3073,10.3073,0.0,1.4246,Prior-Season Seed 2025/26 (1074m)
78,560262,Kroupi.Jr,BOU,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,exclude_gw1-5,,1,1663.0,prior_season_seed,0.4497,0.0817,6.0613,6.0613,0.0,1.1365,Prior-Season Seed 2025/26 (1663m)
84,432830,Collins,BRE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2971.0,prior_season_seed,0.0679,0.0518,9.6634,9.6634,0.0,1.3329,Prior-Season Seed 2025/26 (2971m)
85,444765,Van den Berg,BRE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,2761.0,prior_season_seed,0.1095,0.0473,8.8664,8.8664,0.0,1.3365,Prior-Season Seed 2025/26 (2761m)
87,191866,Ajer,BRE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1805.0,prior_season_seed,0.0344,0.0364,9.5734,9.5734,0.0,1.5956,Prior-Season Seed 2025/26 (1805m)
88,607464,Kayode,BRE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3258.0,prior_season_seed,0.0354,0.0798,6.0497,6.0497,0.0,1.3536,Prior-Season Seed 2025/26 (3258m)
89,194010,Henry,BRE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,1322.0,prior_season_seed,0.0123,0.0368,4.6293,4.6293,0.0,1.4977,Prior-Season Seed 2025/26 (1322m)
90,472713,Hickey,BRE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0178,0.0272,0.0,0.0,0.0,1.3684,Older FPL 2022/23 (1918m); destination GC overlay; dest GC BRE=1.368
91,231065,Pinnock,BRE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0508,0.0301,10.1674,10.1674,0.0,1.3684,Older FPL 2024/25 (1912m); destination GC overlay; dest GC BRE=1.368
92,570241,Ji-soo,BRE,DEF,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3684,Position baseline (DEF); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate
93,513086,Schuster,BRE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3684,Position baseline (DEF); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate
106,502500,Thiago,BRE,FWD,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3282.0,prior_season_seed,0.5649,0.0502,5.8684,5.8684,0.0,1.3711,Prior-Season Seed 2025/26 (3282m)
107,593174,Furo,BRE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.3684,Position baseline (FWD); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate
108,75115,Wilson,BRE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,1234.0,prior_season_seed,0.5543,0.0394,2.9903,2.9903,0.0,1.7504,Prior-Season Seed 2025/26 (1234m)
82,200720,Kelleher,BRE,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3330.0,prior_season_seed+defcon_baseline_fill,0.0,0.0059,0.0,0.0,2.9459,1.3243,Prior-Season Seed 2025/26 (3330m); defcon_baseline_fill
83,507433,Valdimarsson,BRE,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.3684,Position baseline (GKP); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate
86,249231,Lewis-Potter,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1960.0,prior_season_seed,0.1382,0.1153,3.398,3.398,0.0,1.4694,Prior-Season Seed 2025/26 (1960m)
94,513418,Schade,BRE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2744.0,prior_season_seed,0.3962,0.0672,6.2318,6.2318,0.0,1.1152,Prior-Season Seed 2025/26 (2744m)
95,533463,O.Dango,BRE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2271.0,prior_season_seed,0.3147,0.1633,7.3316,7.3316,0.0,1.3871,Prior-Season Seed 2025/26 (2271m)
96,440089,Damsgaard,BRE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,2046.0,prior_season_seed,0.1148,0.2389,10.6012,10.6012,0.0,1.4076,Prior-Season Seed 2025/26 (2046m)
97,207283,Jensen,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2239.0,prior_season_seed,0.0888,0.2436,8.8432,8.8432,0.0,1.3265,Prior-Season Seed 2025/26 (2239m)
98,204580,Janelt,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1434.0,prior_season_seed,0.0515,0.1425,11.4854,11.4854,0.0,1.318,Prior-Season Seed 2025/26 (1434m)
99,543295,Milambo,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.15,0.15,3.1,3.1,0.0,1.3684,Position baseline (MID); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate; dest GC BRE=1.368
100,244858,Carvalho,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,0,0.0,career_individual+destination_gc,0.15,0.15,3.1,3.1,0.0,1.3684,Position baseline (MID); dest GC BRE=1.368; no Prior-Season Seed and no Career Individual Rate; dest GC BRE=1.368
101,56979,Henderson,CHE,MID,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,1,1911.0,prior_season_seed,0.0155,0.1088,8.6185,8.6185,0.0,1.3187,Prior-Season Seed 2025/26 (1911m)
102,508395,Yarmoliuk,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,2652.0,prior_season_seed,0.0414,0.0472,11.4706,11.4706,0.0,1.4253,Prior-Season Seed 2025/26 (2652m)
103,183656,Dasilva,BRE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.1037,0.1063,0.0,0.0,0.0,1.3684,Older FPL 2022/23 (1371m); destination GC overlay; dest GC BRE=1.368
105,444180,Anthony,BRE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,2717.0,prior_season_seed,0.1693,0.0944,7.6849,7.6849,0.0,1.9544,Prior-Season Seed 2025/26 (2717m)
142,225796,James,CHE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,1957.0,prior_season_seed,0.0478,0.1472,5.8866,5.8866,0.0,0.9198,Prior-Season Seed 2025/26 (1957m)
143,180736,Chalobah,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,2780.0,prior_season_seed,0.0466,0.0333,8.5791,8.5791,0.0,1.295,Prior-Season Seed 2025/26 (2780m)
144,482609,Gusto,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,2255.0,prior_season_seed,0.0623,0.1185,5.0288,5.0288,0.0,1.4368,Prior-Season Seed 2025/26 (2255m)
145,444463,Fofana,CHE,DEF,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,1,1718.0,prior_season_seed,0.0377,0.0314,10.7916,10.7916,0.0,1.3097,Prior-Season Seed 2025/26 (1718m)
146,242880,B.Badiashile,CHE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0182,0.0619,0.0,0.0,0.0,1.3684,Older FPL 2023/24 (1337m); destination GC overlay; dest GC CHE=1.368
147,109646,Tosin,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0597,0.0148,7.3129,7.3129,0.0,1.3684,Older FPL 2024/25 (1403m); destination GC overlay; dest GC CHE=1.368
148,551210,Hato,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,1139.0,prior_season_seed,0.0237,0.0482,7.8227,7.8227,0.0,2.1335,Prior-Season Seed 2025/26 (1139m)
149,460028,Colwill,CHE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0549,0.0374,6.3143,6.3143,0.0,1.3684,Older FPL 2024/25 (3150m); destination GC overlay; dest GC CHE=1.368
150,574458,M.Sarr,CHE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3684,Position baseline (DEF); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
151,577016,Acheampong,CHE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3684,Position baseline (DEF); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
152,620109,Palestra,CHE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.05,0.104,3.5,3.5,0.0,1.3684,2025/26 Serie A Cagliari; ~3084m; FotMob; dest GC CHE=1.368
153,220362,Disasi,CHE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,1254.0,prior_season_seed,0.0789,0.0022,6.3158,6.3158,0.0,1.2201,Prior-Season Seed 2025/26 (1254m)
200,437499,Lacroix,CHE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3085.0,prior_season_seed,0.0715,0.0242,10.7942,10.7942,0.0,1.3712,Prior-Season Seed 2025/26 (3085m)
561,622758,Anselmino,CHE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3684,Position baseline (DEF); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
165,475168,João Pedro,CHE,FWD,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2658.0,prior_season_seed,0.5049,0.0664,4.6727,4.6727,0.0,1.219,Prior-Season Seed 2025/26 (2658m)
166,517052,N.Jackson,CHE,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.4735,0.077,3.6486,3.6486,0.0,1.3684,Older FPL 2024/25 (2220m); destination GC overlay; dest GC CHE=1.368
167,463034,Delap,CHE,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,1092.0,prior_season_seed,0.3742,0.019,3.4615,3.4615,0.0,1.4835,Prior-Season Seed 2025/26 (1092m)
168,499309,Marc Guiu,CHE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.3684,Position baseline (FWD); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
169,567119,Mheuka,CHE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.3684,Position baseline (FWD); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
170,503037,Emegha,CHE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.3684,Position baseline (FWD); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
140,215059,Sánchez,CHE,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3040.0,prior_season_seed+defcon_baseline_fill,0.0,0.0012,0.0,0.0,2.9013,1.4507,Prior-Season Seed 2025/26 (3040m); defcon_baseline_fill
141,508479,Jörgensen,CHE,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.3684,Position baseline (GKP); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
560,549939,Penders,CHE,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.3684,Position baseline (GKP); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
40,244850,Rogers,CHE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3280.0,prior_season_seed,0.1877,0.1185,6.311,6.311,0.0,1.3171,Prior-Season Seed 2025/26 (3280m)
154,244851,Palmer,CHE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,1954.0,prior_season_seed,0.4859,0.1147,6.218,6.218,0.0,1.52,Prior-Season Seed 2025/26 (1954m)
155,448047,Enzo,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,3114.0,prior_season_seed,0.3254,0.2098,7.052,7.052,0.0,1.3295,Prior-Season Seed 2025/26 (3114m)
156,247632,Neto,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2629.0,prior_season_seed,0.1571,0.2342,4.1765,4.1765,0.0,1.1297,Prior-Season Seed 2025/26 (2629m)
157,624773,Estêvão,CHE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.38,0.28,4.2,4.2,0.0,1.3684,2024/25 Brasileirão Palmeiras; 2154m; FBref; dest GC CHE=1.368
158,463936,Gittens,CHE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.28,0.22,3.8,3.8,0.0,1.3684,2024/25 Bundesliga Dortmund; 1480m; FBref; dest GC CHE=1.368
159,486672,Caicedo,CHE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2796.0,prior_season_seed,0.0467,0.0766,11.7811,11.7811,0.0,1.5129,Prior-Season Seed 2025/26 (2796m)
161,514356,Lavia,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.017,0.0251,0.0,0.0,0.0,1.3684,Older FPL 2022/23 (2219m); destination GC overlay; dest GC CHE=1.368
163,491007,D.Essugo,CHE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.04,0.06,10.5,10.5,0.0,1.3684,2024/25 La Liga Las Palmas; 1950m; FBref; dest GC CHE=1.368
164,593117,Quenda,CHE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.3684,Position baseline (MID); dest GC CHE=1.368; no Prior-Season Seed and no Career Individual Rate
173,461102,Thomas,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.089,0.104,8.56,8.56,0.0,1.375,2025/26 Championship Coventry; ~2924m; FotMob; dest GC COV=1.375
174,436761,Kitching,COV,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.05,0.04,8.75,8.75,0.0,1.375,2024/26 Championship Coventry; 2450m; FBref/FotMob; dest GC COV=1.375
175,451284,van Ewijk,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.026,0.141,6.42,6.42,0.0,1.375,2025/26 Championship Coventry; ~3784m; FotMob; dest GC COV=1.375
176,173878,Dasilva,COV,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.375,Position baseline (DEF); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
177,465390,Kesler-Hayden,COV,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.375,Position baseline (DEF); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
178,80178,Bidwell,COV,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.375,Position baseline (DEF); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
179,204813,Latibeaudiere,COV,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.375,Position baseline (DEF); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
180,220583,Woolfenden,COV,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0023,0.0015,8.9469,8.9469,0.0,1.375,Older FPL 2024/25 (1187m); destination GC overlay; dest GC COV=1.375
181,577411,Brau,COV,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.375,Position baseline (DEF); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
182,539142,Amenda,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.041,0.047,8.97,8.97,0.0,1.375,2025/26 Bundesliga Eintracht Frankfurt; ~1676m; FotMob; dest GC COV=1.375
193,176412,Wright,COV,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,0,0.0,career_individual+destination_gc,0.61,0.07,4.47,4.47,0.0,1.375,CHA 2025/26 Coventry 2594m; FootyStats; dest GC COV=1.375
194,230730,Thomas-Asante,COV,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.61,0.17,6.21,6.21,0.0,1.375,CHA 2025/26 Coventry 1865m; FootyStats; dest GC COV=1.375
195,218997,Simms,COV,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.41,0.13,1.5,1.5,0.0,1.375,Position baseline (FWD); dest GC COV; no Prior-Season Seed; dest GC COV=1.375
196,551262,Markelo,COV,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.375,Position baseline (FWD); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
197,549653,Bassette,COV,FWD,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.375,Position baseline (FWD); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
171,484389,Dovin,COV,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.375,Position baseline (GKP); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
172,110690,Wilson,COV,GKP,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.375,Position baseline (GKP); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
104,428580,Onyeka,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.164,0.113,0.0,0.0,0.0,1.375,Older FPL 2023/24 (1147m); destination GC overlay; dest GC COV=1.375
183,480457,Rudoni,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.375,Position baseline (MID); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
184,168144,Grimes,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.038,0.199,9.58,9.58,0.0,1.375,CHA 2025/26 Coventry 4125m; FotMob Opta; dest GC COV=1.375
185,501459,Sakamoto,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.153,0.193,6.13,6.13,0.0,1.375,CHA 2025/26 Coventry 2494m; FotMob Opta; dest GC COV=1.375
186,241293,Mason-Clark,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.291,0.166,5.0,5.0,0.0,1.375,2025/26 Championship Coventry; ~2989m; FotMob; dest GC COV=1.375
187,439668,Eccles,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.09,0.16,8.2,8.2,0.0,1.375,2024/26 Championship Coventry; 2890m; FBref/FotMob; dest GC COV=1.375
188,226965,Torp,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.18,0.198,7.95,7.95,0.0,1.375,2025/26 Championship Coventry; ~2320m; FotMob; dest GC COV=1.375
189,684268,Shepherd,COV,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.375,Position baseline (MID); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
190,469272,Tchaouna,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1259.0,prior_season_seed,0.0908,0.0651,4.9325,4.9325,0.0,1.7156,Prior-Season Seed 2025/26 (1259m)
191,492498,Borges Rodrigues,COV,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.375,Position baseline (MID); dest GC COV=1.375; no Prior-Season Seed and no Career Individual Rate
192,629397,Andrews,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.18,0.12,5.4,5.4,0.0,1.375,2024/26 Championship Coventry; 1250m; FBref/FotMob; dest GC COV=1.375
201,247348,Muñoz,CRY,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2400.0,prior_season_seed,0.0919,0.1477,7.35,7.35,0.0,1.2375,Prior-Season Seed 2025/26 (2400m)
202,427623,Richards,CRY,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2825.0,prior_season_seed,0.0771,0.0497,9.908,9.908,0.0,1.3381,Prior-Season Seed 2025/26 (2825m)
203,651426,Canvot,CRY,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1331.0,prior_season_seed,0.1001,0.0223,11.4275,11.4275,0.0,1.5552,Prior-Season Seed 2025/26 (1331m)
204,244723,Mitchell,CRY,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3253.0,prior_season_seed,0.044,0.07,6.7784,6.7784,0.0,1.3003,Prior-Season Seed 2025/26 (3253m)
205,218364,Sosa,CRY,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.06,0.24,6.8,6.8,0.0,1.3421,2024/25 Eredivisie/Serie A; 1650m; FBref; dest GC CRY=1.342
206,515621,Chadi Riad,CRY,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.03,0.02,9.1,9.1,0.0,1.3421,2024/25 La Liga Real Betis; 2300m; FBref; dest GC CRY=1.342
207,242313,Mingueza,CRY,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.06,0.06,4.25,4.25,0.0,1.3421,Position baseline (DEF); dest GC CRY; no Prior-Season Seed; dest GC CRY=1.342
220,590014,Cardines,CRY,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,0,0.0,career_individual+destination_gc,0.04,0.06,7.5,7.5,0.0,1.3421,Palace U21/senior DEF proxy; dest GC CRY=1.342
222,247412,Strand Larsen,CRY,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2301.0,prior_season_seed,0.2073,0.0438,3.7158,3.7158,0.0,1.6037,Prior-Season Seed 2025/26 (2301m)
223,231747,Mateta,CRY,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,2210.0,prior_season_seed,0.5872,0.0538,5.0905,5.0905,0.0,1.181,Prior-Season Seed 2025/26 (2210m)
224,205533,Nketiah,CRY,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.5251,0.0734,4.8625,4.8625,0.0,1.3421,Older FPL 2024/25 (1018m); destination GC overlay; dest GC CRY=1.342
225,660392,Uche,CRY,FWD,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.3421,Position baseline (FWD); dest GC CRY=1.342; no Prior-Season Seed and no Career Individual Rate
198,172649,Henderson,CRY,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3330.0,prior_season_seed+defcon_baseline_fill,0.0,0.003,0.0,0.0,2.8649,1.3784,Prior-Season Seed 2025/26 (3330m); defcon_baseline_fill
199,121709,Benitez,CRY,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.3421,Position baseline (GKP); dest GC CRY=1.342; no Prior-Season Seed and no Career Individual Rate
555,169593,Matthews,CRY,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.3421,Position baseline (GKP); dest GC CRY=1.342; no Prior-Season Seed and no Career Individual Rate
